,iteration,success,nllh,k,N,bic,c_sigma,sc,tau,theta(cost=high),theta(cost=low)
0,0,True,53.6583106913,5,24,123.206890534,260.592821607,1.00087017262,15.5210277187,256.255939559,207.129865388
