,iteration,success,nllh,k,N,bic,c_0,c_sigma,sc,tau,theta(cost=high),theta(cost=low)
0,0,True,65.6561706411,6,24,150.380664264,56.28697792,19.0524996182,0.18235338073,1.1136697933,26.3379472019,74.8673226024
