,iteration,success,nllh,k,N,bic,c_0,c_sigma,sc,tau,theta(cost=high),theta(cost=low)
0,0,True,80.6989144595,6,24,180.466151901,56.4463583582,38.1083126107,0.104412836749,3.79120033221,86.464509998,177.535160365
