,iteration,success,nllh,k,N,bic,c,r,tau,theta(cost=high),theta(cost=low)
0,0,True,15.8201830572,5,24,47.5306352661,22.4920297816,0.0387018821875,65.8701936312,0.113398266109,0.345174862471
