,iteration,success,nllh,k,N,bic,c_sigma,sc,tau_unif,theta(cost=high),theta(cost=low)
0,0,True,53.5068860991,5,24,122.90404135,12.341986096,0.258764067961,1.28755648506,20.9791453624,20.4924765391
