,iteration,success,nllh,k,N,bic,c_0,sc,tau_rel,theta(cost=high),theta(cost=low)
0,0,True,75.6069686943,5,24,167.10420654,43.621146754,0.00874012098838,2.76276301133,6.385683731,83.851259441
