,iteration,success,nllh,k,N,bic,c,sc,tau_unif,theta(cost=high),theta(cost=low)
0,0,True,58.6694465335,5,24,133.229162219,10.8331053467,0.24641953371,225.040921076,15.1224375185,97.3998751326
