,iteration,success,nllh,k,N,bic,c_0,c_sigma,sc,tau,theta(cost=high),theta(cost=low)
0,0,True,56.1791025581,6,24,131.426528098,44.2042651914,0.547176726374,0.337967617728,0.449640185587,22.7739622235,19.4493787767
