,iteration,success,nllh,k,N,bic,c_0,c_sigma,sc,tau,theta(cost=high),theta(cost=low)
0,0,True,57.9334185779,6,24,134.935160138,48.3838035504,1.92064186611,0.313248690863,0.415391660077,13.3567671338,77.7459579597
