,iteration,success,nllh,k,N,bic,c_sigma,sc,tau,theta(cost=high),theta(cost=low)
0,0,True,87.7228602253,5,24,191.335989602,129.304269368,0.0514415617362,32.2937795327,258.816171865,548.137863326
