,iteration,success,nllh,k,N,bic,pow_gain,r,tau,theta(cost=high),theta(cost=low)
0,0,True,63.7391102459,5,24,143.368489643,1.03993370524,0.0986466539366,0.981600794929,45.3004853901,134.889656957
