,iteration,success,nllh,k,N,bic,pow_gain,r,tau,theta(cost=high),theta(cost=low)
0,0,True,60.9205740047,5,24,137.731417161,0.832643544006,0.0944966906105,1.15632881383,22.5666852329,38.1655691287
