,iteration,success,nllh,k,N,bic,c_sigma,sc2,tau,theta(cost=high),theta(cost=low)
0,0,True,62.9427383028,5,24,141.775745757,596.561822662,0.00868894754912,38.2142768928,947.033285525,1461.97214675
