,iteration,success,nllh,k,N,bic,c_0,c_sigma,sc,tau,theta(cost=high),theta(cost=low)
0,0,True,60.3649615014,6,24,139.798245985,38.4946451698,0.693016512644,0.0616965515221,1.71941353805,33.5394475434,97.0393408013
