,iteration,success,nllh,k,N,bic,c_sigma,sc,tau_unif,theta(cost=high),theta(cost=low)
0,0,True,54.7787528865,5,24,125.447774925,28.9271897052,0.0956423926001,40.1472842283,0.513968841784,169.248785114
