,iteration,success,nllh,k,N,bic,c_sigma,sc,tau_unif,theta(cost=high),theta(cost=low)
0,0,True,39.0333509837,5,24,93.9569711191,15.6159934543,0.00918643007022,41.2219913849,6.91142634415,27.3738095759
