,iteration,success,nllh,k,N,bic,c_0,sc2,tau_unif_rel,theta(cost=high),theta(cost=low)
0,0,True,57.8379234846,5,24,131.566116121,43.069780356,0.0226787990238,143.660988048,146.095943091,156.062610578
