,iteration,success,nllh,k,N,bic,c_sigma,sc2,tau,theta(cost=high),theta(cost=low)
0,0,True,80.3282700275,5,24,176.546809207,299.320260915,0.0345172950788,56.9937528589,616.960806303,1193.16874262
