,iteration,success,nllh,k,N,bic,c_sigma,sc,tau_normal_trunc,theta(cost=high),theta(cost=low)
0,0,True,65.6835628812,5,24,147.257394914,33.3844850845,0.0665826296325,1.45821335749,35.1589685265,99.4632141826
