,iteration,success,nllh,k,N,bic,c_sigma,sc,tau_rel_trunc,theta(cost=high),theta(cost=low)
0,0,True,81.9610047066,5,24,179.812278565,2.85509105578,1.39179418638,0.0192464428687,6.31905948235,14.1112690334
