,iteration,success,nllh,k,N,bic,c_sigma,sc2,tau_trunc,theta(cost=high),theta(cost=low)
0,0,True,55.4927210251,5,24,126.875711202,43.7837871168,0.0543816636924,1.39993853887,52.3106782181,154.081624014
