,iteration,success,nllh,k,N,bic,c_sigma,sc2,tau,theta(cost=high),theta(cost=low)
0,0,True,55.9639711048,5,24,127.818211361,532.891575028,0.00741906109982,35.1661500962,774.371123215,1550.69195351
