,iteration,success,nllh,k,N,bic,c_sigma,sc,tau,theta(cost=high),theta(cost=low)
0,0,True,71.3932406828,5,24,158.676750517,13.615433858,0.23371529513,0.25006783337,43.6595504083,57.7322827181
