,iteration,success,nllh,k,N,bic,c_0,sc2,tau_unif_rel,theta(cost=high),theta(cost=low)
0,0,True,78.5141583233,5,24,172.918585798,45.6489685185,0.0432742145134,9.7145267713,117.652979231,158.343674463
