,iteration,success,nllh,k,N,bic,c_0,sc2,tau_unif_rel,theta(cost=high),theta(cost=low)
0,0,True,94.1352209245,5,24,204.160711001,38.7229948404,0.132057445583,63.2505764,62.0217194867,152.090095232
