,iteration,success,nllh,k,N,bic,c,r,tau,theta(cost=high),theta(cost=low)
0,0,True,63.5699154174,5,24,143.030099987,16.1542354724,0.0992477091288,1.04344554043,102.112077449,97.4110464833
