,iteration,success,nllh,k,N,bic,c_sigma,sc2,tau,theta(cost=high),theta(cost=low)
0,0,True,80.1572674727,5,24,176.204804097,161.181314712,0.0546324888917,139.330478801,210.379097422,1000.22619831
