,iteration,success,nllh,k,N,bic,c_sigma,sc2,tau,theta(cost=high),theta(cost=low)
0,0,True,81.6760232202,5,24,179.242315592,412.127798879,0.016102973213,111.175751048,820.219689004,1779.64079639
