,iteration,success,nllh,k,N,bic,c_0,sc,tau_rel,theta(cost=high),theta(cost=low)
0,0,True,97.1459308818,5,24,210.182130915,40.2570884188,0.245996602161,21.4318790764,38.4296432658,87.0247316574
