,iteration,success,nllh,k,N,bic,c_sigma,sc,tau_unif,theta(cost=high),theta(cost=low)
0,0,True,60.2789767415,5,24,136.448222635,7.98503523223,0.26329934345,0.725480604417,20.5982174175,38.3626004939
