,iteration,success,nllh,k,N,bic,c_0,c_sigma,sc,tau,theta(cost=high),theta(cost=low)
0,0,True,49.7602026128,6,24,118.588728208,40.74694501,108.984541305,0.199082367047,10.8207055198,52.7734731543,114.145488044
