,iteration,success,nllh,k,N,bic,c_0,sc,tau_rel,theta(cost=high),theta(cost=low)
0,0,True,68.5462297015,5,24,152.982728555,53.4305919703,0.304270533875,11.7592686784,33.4512463883,43.1911053666
