,iteration,success,nllh,k,N,bic,c_sigma,sc2,tau_trunc,theta(cost=high),theta(cost=low)
0,0,True,22.1259898994,5,24,60.1422489506,221.237993938,0.850490803918,123.02057521,2.14291544127,34.5686221727
