,iteration,success,nllh,k,N,bic,c_sigma,sc2_mean,tau_normal_trunc,theta(cost=high),theta(cost=low)
0,0,True,53.9426823976,5,24,123.775633947,63.8838368243,4.31748203359,71.3718555181,53.746134735,52.9828744898
