,iteration,success,nllh,k,N,bic,c_sigma,sc,tau_unif_rel,theta(cost=high),theta(cost=low)
0,0,True,82.6484317307,5,24,181.187132613,53.3152270091,0.0983577993637,13.7528885296,57.543905642,184.436747898
