,iteration,success,nllh,k,N,bic,c_sigma,sc2,tau,theta(cost=high),theta(cost=low)
0,0,True,50.7956755414,5,24,117.481620234,431.954665891,0.0179201230795,113.645445335,6.78790512761,1661.34204016
