,iteration,success,nllh,k,N,bic,pow_gain,r,tau,theta(cost=high),theta(cost=low)
0,0,True,64.8498720522,5,24,145.590013256,0.643367681394,0.0760946887217,2.01509473085,11.6419471616,46.8942038568
