,iteration,success,nllh,k,N,bic,pow_gain,r,tau,theta(cost=high),theta(cost=low)
0,0,True,69.0109841226,5,24,153.912237397,0.758838790523,0.056021235272,61.8425107367,14.6404497674,87.0379912277
