,iteration,success,nllh,k,N,bic,c_sigma,sc,tau,theta(cost=high),theta(cost=low)
0,0,True,80.9032493529,5,24,177.696767858,131.437307377,0.0641867984623,15.847530044,237.057361067,463.616785623
