,iteration,success,nllh,k,N,bic,c,r,tau,theta(cost=high),theta(cost=low)
0,0,True,76.9448002234,5,24,169.779869598,51.4847308282,0.0345884455651,0.264337292065,30.8294840109,207.148196104
