,iteration,success,nllh,k,N,bic,c_sigma,sc2,tau_trunc,theta(cost=high),theta(cost=low)
0,0,True,80.6953394872,5,24,177.280948126,47.1095444942,0.0945476322044,82.3011849868,58.1966269088,276.00104489
