,iteration,success,nllh,k,N,bic,c_0,sc,tau_unif,theta(cost=high),theta(cost=low)
0,0,True,23.7925744492,5,24,63.4754180501,45.0889526441,0.0409287070877,248.239531315,0.117423906006,24.3522054335
