,iteration,success,nllh,k,N,bic,pow_gain,r,tau,theta(cost=high),theta(cost=low)
0,0,True,63.6150580243,5,24,143.1203852,0.522310343534,0.0626872013767,0.634733132066,5.9296982436,26.8521961976
