,iteration,success,nllh,k,N,bic,c_sigma,sc2,tau,theta(cost=high),theta(cost=low)
0,0,True,59.283951839,5,24,134.45817283,414.891603319,0.0168585736603,12.810827046,409.589741351,886.650257858
