,iteration,success,nllh,k,N,bic,c_sigma,sc2,tau_trunc,theta(cost=high),theta(cost=low)
0,0,True,56.1996829631,5,24,128.289635078,98.2233986587,0.032210108418,3.65754139513,130.170575105,263.573236718
