,iteration,success,nllh,k,N,bic,c_0,pow_gain,tau_unif_rel,theta(cost=high),theta(cost=low)
0,0,True,50.9724336461,5,24,117.835136444,75.1932085307,1.28985290053,161.912481661,90.9666641825,85.8382547547
