,iteration,success,nllh,k,N,bic,c_0,c_sigma,sc,tau,theta(cost=high),theta(cost=low)
0,0,True,59.282027884,6,24,137.63237875,37.6210266758,1.53598105647,0.175869972841,0.953258217204,22.7576742397,71.3985831952
