,iteration,success,nllh,k,N,bic,c_sigma,sc,tau_unif,theta(cost=high),theta(cost=low)
0,0,True,46.6207559359,5,24,109.131781024,10.5988566802,0.00506581275562,3.03288883996,26.7866013171,29.9546602328
