,iteration,success,nllh,k,N,bic,c_0,sc,tau_unif_rel,theta(cost=high),theta(cost=low)
0,0,True,40.420625798,5,24,96.7315207477,32.4467576736,0.0886437009867,22.3046925701,4.91351794047,21.8959704061
