,iteration,success,nllh,k,N,bic,c,sc,tau_unif,theta(cost=high),theta(cost=low)
0,0,True,58.0926344639,5,24,132.075538079,8.44885007795,0.00608762510429,49.1432342833,17.1922383139,112.787962576
