,iteration,success,nllh,k,N,bic,c_0,sc,tau_rel,theta(cost=high),theta(cost=low)
0,0,True,60.0722422714,5,24,136.034753695,39.7470150037,0.0809484783223,19.427778665,33.3751232135,94.7079182985
