,iteration,success,nllh,k,N,bic,c_0,sc,tau_unif,theta(cost=high),theta(cost=low)
0,0,True,40.4113787551,5,24,96.713026662,32.4878837498,0.0607322923325,21.0027457073,5.96611975071,26.3238504546
