,iteration,success,nllh,k,N,bic,c_sigma,sc,tau_unif_rel,theta(cost=high),theta(cost=low)
0,0,True,72.3834311897,5,24,160.657131531,21.851843066,0.0836504058369,19.1620786525,53.8841733438,66.6312799292
