,iteration,success,nllh,k,N,bic,c_sigma,sc,tau_normal,theta(cost=high),theta(cost=low)
0,0,True,83.1014249505,5,24,182.093119053,50.7891511201,0.191778887179,3.80890417546,67.3070081321,215.09595673
