,iteration,success,nllh,k,N,bic,c_0,sc,tau_unif_rel,theta(cost=high),theta(cost=low)
0,0,True,83.3122743748,5,24,182.514817901,66.4372011509,0.127672405558,37.333476133,59.8227886792,135.360032177
