,iteration,success,nllh,k,N,bic,c_0,sc,tau_unif_rel,theta(cost=high),theta(cost=low)
0,0,True,71.7684526926,5,24,159.427174537,42.7568216968,0.48533466861,8.29903465213,23.8439918518,33.4422068167
