,iteration,success,nllh,k,N,bic,c_sigma,sc,tau_unif,theta(cost=high),theta(cost=low)
0,0,True,63.3301136735,5,24,142.550496499,2.42603645775,0.0161912418218,38.5217938983,40.3856523623,77.0657842491
