,iteration,success,nllh,k,N,bic,pow_gain,r,tau,theta(cost=high),theta(cost=low)
0,0,True,86.009469676,5,24,187.909208504,0.202776602564,0.040470220897,33.1163151347,2.1437656283,149.864540647
