,iteration,success,nllh,k,N,bic,c_0,sc,tau_unif,theta(cost=high),theta(cost=low)
0,0,True,38.5169160954,5,24,92.9241013425,32.2762426191,0.000910420423784,40.2159345013,6.83388799379,22.6019677002
