,iteration,success,nllh,k,N,bic,c_0,c_sigma,sc,tau,theta(cost=high),theta(cost=low)
0,0,True,71.3593803515,6,24,161.787083685,21.2100691666,102.622252201,0.0418396424358,68.7834657515,124.910078423,201.777824004
