,iteration,success,nllh,k,N,bic,c_0,sc,tau_rel,theta(cost=high),theta(cost=low)
0,0,True,94.204175299,5,24,204.29861975,40.2503790064,0.579978897741,1.1334750446,8.57296879312,19.4373368439
