,iteration,success,nllh,k,N,bic,c_sigma,sc2,tau,theta(cost=high),theta(cost=low)
0,0,True,39.1897086435,5,24,94.2696864386,526.559692084,2.44282835765,139.485776814,209.351769905,241.235889007
