,iteration,success,nllh,k,N,bic,c_0,sc,tau_unif_rel,theta(cost=high),theta(cost=low)
0,0,True,58.1154481288,5,24,132.121165409,46.6110634299,0.110191817028,5.9620937797,6.11822306878,93.4994974544
