,iteration,success,nllh,k,N,bic,c_0,sc2,tau_unif_rel,theta(cost=high),theta(cost=low)
0,0,True,66.8771584071,5,24,149.644585966,40.2121180401,0.171397302794,181.438832558,20.0655906726,179.312230431
